GEO/TIME;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
UKG32;8276.45;8479.7;8562.65;8039.04;8341.92;8619.62;8878.29;9110.12;7769.66;6389.83;7463.75;7705.25;8539.5;8502.84;9322.96;11581.44;11856.65;11863.57;12552.94
UKG33;8821.74;9025.22;9160;8759.8;9341.64;9793.7;9894.25;10371.22;9034.29;7987.6;8780.42;9080.03;10406.65;10283.88;11855.09;14136.9;13197.33;12010.73;12097.04
UKG36;6166.62;6385.26;6549.67;6048.55;6429.34;6604.37;6890.32;7068.33;6055.25;5102.74;5510.1;5661.79;6069.28;5886.68;6387.36;7331.1;6845.85;6892.16;7155.87
UKG37;6259.94;6308.35;6493.12;6193.02;6612.9;6765.14;7170.36;7175.46;6199.62;5486.16;5851.89;5612.73;6001.66;5976.39;7016.22;8242.66;7703.12;7530.7;8034.64
UKG38;4807.04;4852.44;4899;4663.22;5018.26;5196.46;5340.32;5503.73;4773.96;4114;4474.36;4786.57;5188.84;4985.61;5776.59;6635.84;6228.23;6087.26;5755.18
UKG39;5833.59;6018.6;6226.25;5881.6;6226.12;6524.8;6792.63;6909.28;5926.15;5148.36;5648.63;5801.2;6447.4;6204.63;6177.28;6379.37;5963.93;5946.5;5968.52
UKH;155437.28;159568.93;164697.94;158944.49;167192.38;174753.61;184604.24;191125.82;168911.32;146364.53;155769;157022.31;173116.67;172699.34;192340.18;220986.74;205467.29;203314.82;208999.74
UKH1;60617.7;62115.89;64492.89;61374.77;64958.8;68044.36;73287.8;75690.42;66380.13;58434.36;62622.98;63858.41;71327.17;70579.51;77478.95;88070.55;81407.98;79148.49;81598.54
UKH11;5818.95;5982.83;6116.68;5862.34;6332.65;6984.36;7522.04;7939.91;6695.21;5528.07;6013.72;6192.34;6967.67;6264;7131.7;7891.94;7468.95;7658.66;8390.21
UKH12;17515.4;18077.26;18927.95;17871.14;18912.72;19517.57;21104.05;21815.27;19344.33;17296.81;18746.76;19123.06;21591.63;21074.38;23292.8;27166.02;24938.95;24329.85;25286.2
UKH14;18951.84;19289.93;19912.35;18972.34;20014.05;21190.18;22667.07;23443.17;20335.49;17683.92;18776.54;19130.8;21181.77;21505.79;23270.54;26123.13;24324.07;23425.15;23818.2
UKH15;8457.6;8672.87;9039.82;8666.69;9222;9621.57;10547.14;10799.7;9671.47;8726.07;9206.37;9309.81;10384.57;10649.33;11512.84;13192.89;11922.38;11629.4;11891.32
UKH16;4713.71;4818.46;4989.13;4743.49;4995.32;5099.02;5376.14;5537.81;4919.72;4375.37;4716.47;4802.06;5451.04;5411.74;5777.98;6523.06;6148.8;5766.07;5836.45
UKH17;5158.37;5274.55;5506.96;5258.77;5483.71;5630.04;6071.36;6154.56;5413.91;4824.12;5163.13;5301.63;5751.88;5672.96;6494.49;7173.51;6603.46;6339.35;6376.16
UKH2;53935.06;54970.48;56684.89;54263.55;57064.3;60342.24;62579.47;65127.68;58357.82;49862.4;51763.32;51791.29;56290.59;57518.51;65084.04;75353.53;70568.83;70851.28;73217.21
UKH21;5970.83;6077.62;6263.37;5969.89;6157.29;6414.38;6776.35;6998.54;6288.47;5295.07;5655.1;5635.97;5675.98;6074.02;7311.17;8489.86;8023.57;7447.52;7743.84
UKH23;37570.64;38363.44;39536.62;37984.81;40082.18;42589.84;44012.08;45988.81;41285.95;35317.3;36328.32;36148.44;39654.57;40651.36;45439.18;53001.78;49538.27;50246.47;51741.98
UKH24;4214.16;4287.25;4434.2;4236.23;4479.07;4772.62;4967.48;5097.97;4556.02;3913.05;4110.56;4129.52;4425.69;4358.94;4944.61;5677.93;5261.4;5141.61;5372.94
UKH25;6179.43;6242.17;6450.7;6072.62;6347.4;6565.4;6823.57;7043.99;6228.78;5336.98;5669.34;5877.36;6532.96;6432.87;7387.69;8183.95;7746.95;8015.68;8358.47
UKH3;40884.51;42480.77;43520.15;43307.78;45170.92;46367.01;48738.59;50307.72;44173.37;38067.77;41383.99;41371.33;45500.29;44601.32;49775.8;57564.21;53490.49;53315.05;54182.72
UKH31;2964.37;3081.74;3202.38;3173.56;3402.32;3489.75;3725.2;3846.6;3409.38;3035.26;3227.6;3263.34;3510.74;3390.58;3738.37;4282.78;3757.75;3725.04;3789.37
UKH32;4049.48;4074.4;4055.99;4155.97;4369.26;4542.03;4734.65;4740.9;4224.24;3662.78;3995.34;3868.76;4135.89;3905.11;4464.62;5370.48;5306.6;5339.95;5220.55
UKH34;8821.74;9223.75;9398.59;9427.58;9812;10066.51;10563.42;10963.63;9592.34;8326.63;9057.48;9183.3;10040.95;9749.57;10881.2;12809.73;12186.68;12452.21;12246.89
UKH35;8141.04;8442.14;8841.88;8722.88;9181.03;9394.22;9998.45;10257.61;8916.3;7649.8;8294.92;8153.18;8952.12;8752.19;9320.18;11125.66;10691.25;10656.87;10908.42
UKH36;8823.57;9307.81;9499.32;9385.84;9756.28;10027.54;10405.49;10897.08;9425.76;8241.57;8836.09;8861.87;9930.55;9616.32;11014.76;12601.15;11136.32;10969.1;11614.48
UKH37;8084.31;8350.92;8522;8440.35;8650.03;8846.97;9311.38;9603.52;8605.35;7151.73;7972.55;8042.17;8928.66;9188.87;10356.68;11375.95;10410.51;10171.88;10404.27
UKI;362996.22;368558.34;379780.28;365741.21;394195.83;423858.79;451933.02;492538.77;430962.76;377135.77;405965.73;421031.25;472207.5;473339.71;532590.05;613246.24;576349.73;557024.81;571806.92
UKI3;140079.28;142616.68;147728.17;143494.05;156134.83;171699.07;182722.1;203396;177159.9;158964.2;170691.31;176845.03;198554.38;200698.68;227180.6;261172.61;250595.95;244437.43;254770.65
UKI31;63530.83;63979.6;66802.77;66509.93;74359.44;84042.95;91187.65;103545.02;87713.72;81451.57;86642.91;89612.7;97918.57;100518.21;113098.48;132409.42;128400.45;125435.74;131476.3
UKI32;54308.35;55646.57;57190.34;54411.23;57646.1;62248.69;65221.96;71154.03;63599.6;55568;60055.66;62512.02;70241.1;69170.5;78337.37;86978.23;85028.79;83601.64;86881.31
UKI33;15583.07;16057.95;16510.27;15712.09;16867.39;17690.69;18248.28;19917.93;18122.73;15420.42;16900.57;17434.59;21895.23;22587.61;26004.4;30174.16;26726.07;25486.65;26520.54
UKI34;6655.19;6930.78;7224.79;6860.8;7260.26;7716.74;8065.84;8779.02;7723.85;6525.45;7090.88;7285.71;8500.86;8422.36;9740.35;11609.25;10439.27;9913.4;9892.5
UKI4;80951.08;82620.27;85356.06;82372.92;89653.51;97573.23;103545.29;114805.66;102676.95;92478.13;100055.65;106632.92;117140.72;115815.41;129358.36;149722.87;139064.31;135624.26;137067.66
UKI41;11026.72;11384.37;11754.42;11228.66;11870.44;12638.76;13158.69;13993.84;12564.44;10915.61;12075.35;12591.22;14575.66;14055.74;16017.8;19186.01;19368.05;17691.07;18450.34
UKI42;21628.92;21758.18;23026.36;22848.99;25689.51;29139.13;31908.43;36391.78;32294.69;30729.88;31885.03;34419.95;36887.65;37111.7;41216.65;46942.22;42807.45;43974.94;43910.52
UKI43;19815.53;19980.32;20509.7;19555.04;21138.32;22427.59;23461.6;25775.48;23153.5;20306.18;21978.24;22812.38;25043.03;25215.64;28731.31;33194.67;29810.06;28337.7;29062.87
UKI44;18560.25;19094.97;19498.8;18587.08;20041.91;21597.78;22720.8;24824.38;22155.4;19614.56;21719.31;23967.72;26227.08;26003.25;27351.16;32320.19;30204.46;28953.21;29927.68
UKI45;9917.83;10402.43;10568.55;10151.54;10914.97;11771.6;12297.4;13816.93;12507.53;10911.91;12396.42;12841.65;14405.92;13429.08;16041.45;18079.78;16874.29;16668.63;15716.25
UKI5;37909.17;38395.63;39432.35;37877.25;40478.79;42167.63;45182.72;47512.84;41184.61;34074.59;37181.5;37654.89;43099.08;43168.57;47190.8;54291.87;49955.95;47170.2;47536.07
UKI51;11339.63;11455.91;11777.39;11243.1;11980.24;12551.07;13381.74;13958.14;12231.28;10200.56;11116;11332.61;13183.23;13517.47;14634.87;16720.16;15763.67;14769.64;14551.76
UKI52;9855.61;9862.28;9893.43;9459.68;10087.33;10440.01;11257.01;11906.61;10262.84;8559.64;9535.21;9481.49;10758.55;10855.14;11821.7;13353.57;12056.59;11446.41;11599.24
UKI53;9085.24;9288.14;9722;9387.45;10143.05;10604.02;11375.87;11966.67;10207.31;8385.81;9019.94;9178.14;10634.35;10357.77;11500.31;13528.16;12241.46;11782.95;11904.02
UKI54;7628.68;7789.3;8039.52;7785.42;8268.17;8575.78;9168.1;9681.43;8484.57;6928.59;7510.36;7662.65;8522.94;8438.19;9233.92;10689.97;9894.23;9171.2;9481.05
UKI6;35169.87;35644.78;36480.93;35039.19;37437.03;39147.19;41477.06;43851.27;37521.2;31252.61;32907.81;32990.95;37153.99;36404.56;40550.23;45482.18;42319.93;40093.78;41051.98
UKI61;8684.51;8783.76;9108.75;8724.48;9359.67;9735.24;10539;10898.71;9331.37;7721.31;8174.52;8239.67;9487.57;9175.68;9868.34;10930.99;10477.62;9953.06;10528.72
UKI62;9972.73;10173.49;10368.84;10092.15;10851.05;11467.93;11935.95;12886.93;10798.67;9173.6;9457.53;9325.3;10137.55;10097.86;11636.66;12948.78;11462.25;11143.13;11393.52
UKI63;16514.47;16687.53;17003.35;16222.56;17226.31;17944.02;19002.11;20065.63;17391.16;14357.71;15274.47;15425.98;17527.5;17131.01;19045.22;21603.96;20378.7;18996.3;19131.01
UKI7;68886.83;69282.77;70782.77;66961;70491.68;73271.67;79005.85;82973;72420.11;60366.23;65130.75;66907.46;76260.7;77252.49;88310.06;102575.16;94414.96;89699.14;91379.29
UKI71;8627.78;8773.03;9078.7;8676.32;9259.69;9600.46;10232.91;10770.49;9225.86;7731.17;8230.19;8424.27;9832.57;9753.53;11087.1;12409.57;11747.09;10869.29;11417.65
UKI72;8342.32;8476.12;8696.96;8149.81;8518.92;8887.57;9594.67;9913.52;8610.9;7316.93;7933.71;8021.51;9186.72;9157.21;10461.03;12598.06;11760.79;10873.13;11039.22
UKI73;9722.03;9840.81;10034.82;9527.1;9989;10321.46;10939.52;11463.52;9954.66;8215.68;8911.18;9141.99;10272.79;10885.48;12012.31;14155.44;13164.47;11965.94;11817.67
UKI74;22181.54;21869.07;22273.48;21283.88;22519.9;23265.51;24620.85;25520.66;22142.91;17973.64;19291.81;19951.8;21352.89;21516.34;25059.72;28559.62;25770.2;24803.32;24516.64
UKI75;20014.99;20321.94;20697.04;19323.89;20202.52;21195.05;23617.91;25303.18;22487.17;19128.82;20763.85;21369.18;25615.74;25939.93;29691.29;34854.02;31972.41;31187.46;32586.84
UKJ;272028.5;275854.01;286962.62;273565.09;287597.91;299699.18;315079.09;328731.94;294328.09;256676.99;277312.21;284353.16;314505.54;311949.34;343287.03;396602.54;361141.59;346840.87;352086.71
UKJ1;92160.79;92636.37;96529.03;93400.92;96671.21;100905.46;105676.54;110201.1;98033.47;85867.62;92260.47;95674.66;105861.91;104671.34;116047.99;134309.79;121371.09;117075.83;120072.62
UKJ11;43336.52;43083.52;44746.67;43554.99;45313.5;47584.93;49790.38;51948.61;45844.74;40412.64;43013.97;44823.13;49779.7;48671.34;53106.52;61371.13;56399.19;54325.97;55944.07
UKJ12;10421.04;10817.38;11506.99;11424.5;11659.02;12175.95;13127.75;13669.23;11939.76;10443.43;11473.33;11895.43;13045.23;13397.41;15747.89;19198.37;16907.16;17231.67;18191.28
UKJ13;16715.75;16937.93;17342.67;16558.06;17034.56;17814.11;18424.12;19419.66;17398.1;15073.99;16171.67;16660.06;17981.52;17727.33;19319.3;21719.84;19904.87;18570.18;19054.81
UKJ14;21689.31;21797.53;22932.69;21863.38;22662.49;23328.85;24335.92;25165.22;22850.88;19937.56;21601.5;22296.03;25056.83;24875.26;27874.28;32020.46;28159.88;26949.28;26883.73
UKJ2;85020.69;86208.18;89053.28;83942.84;87654.07;90876.3;97477.19;100957.89;90920.43;79181.9;85234.32;86225.44;95992.08;95783.27;104916.37;121558.78;110705.86;106031.23;106126.61
UKJ21;6737.54;7009.48;7314.92;6950.69;7338.92;7828.79;8272.62;8681.64;7797.42;6874.34;7250.13;7452.23;8694.06;8961.95;9921.21;11323.42;10413.25;10413.74;10679.84
UKJ22;9513.43;9710.25;10066.63;9499.81;9956.22;10347.45;10882.54;11064.26;10139.29;8645.94;9286.64;9415.66;9969.19;9884.14;10946.59;12857.62;12079.87;11533.42;11280.5
UKJ25;29735.19;30193.16;30852.03;29045.22;30045.66;30935.16;33546.35;34437.64;30882.9;27289.01;29421.28;29645;32971.19;32864.89;37191.68;43211.01;38749.79;37570.32;38215.03
UKJ26;15209.78;15691.29;15955.33;15049.13;16231.51;17211.64;18560.88;19804.32;17220.41;15235.49;16118.59;16347.67;18645.31;18875.12;19809.03;21900.6;19325.6;17822.87;16953.13
UKJ27;10457.64;10434.63;11029.82;10541.61;10885.47;11113.92;11758.48;12062.43;11119.34;9390.58;10353.44;10430.29;11880.5;11597.9;12173.69;14432;13641.03;13269.9;13265.35
UKJ28;13368.94;13169.38;13834.55;12854.77;13196.29;13437.71;14454.69;14909.24;13761.06;11746.54;12802.95;12934.59;13831.83;13599.27;14874.17;17834.12;16496.32;15419.7;15734.03
UKJ3;54463.89;55923.8;58461.04;55059.75;59343.99;61792.37;64069.23;67721.3;60088.88;52932.18;57900.04;59461.68;65619.45;64906.55;71138.89;81161.24;73456.98;70613.27;72022.24
UKJ31;5312.08;5539.26;5754.38;5457.82;5937.68;6234.12;6509.33;6966.08;6305.13;5557.66;6034.44;6065.83;6908.33;6832.62;7441.95;8207.13;7344.33;7135.29;7168.57
UKJ32;6655.19;6683.96;7127.58;6995.64;7730.62;8280.23;8573.82;9473.68;8215.27;7706.51;8214.65;8675.99;9233.64;8961.95;9526.09;11272.44;10031.18;9570.45;9765.51
UKJ34;2424.56;2434.27;2571.44;2444.78;2661.55;2765.49;2920.9;3010.74;2716.67;2342.4;2558.26;2594.66;2819.36;2878.7;3220.81;3745.12;3237.37;3069.86;3087.12
UKJ35;10803.48;10992.67;11434.53;10618.67;11301.74;11688.78;12215.99;12697.03;11416.42;9806.05;10876.49;11168.67;12689.19;12560.98;14523.56;15909.03;14403.81;13478.48;13685.69
UKJ36;15522.68;15938.11;16354.74;15410.31;16616.64;17094.72;17667.03;18497.78;16265.34;14109.91;15605.9;16089.49;17435.04;16935.76;18730.79;21727.56;20154.11;19575.98;19707.54
UKJ37;13747.72;14335.54;15218.36;14134.14;15095.76;15729.03;16182.16;17074.37;15168.67;13409.65;14611.6;14867.03;16533.89;16733.91;17695.68;20298.42;18287.56;17781.92;18607.81
UKJ4;40383.13;41085.67;42917.5;41161.58;43930.28;46125.05;47857.77;49850.02;45285.3;38695.29;41917.39;42990.09;47030.72;46588.17;51183.77;59571.19;55609.02;53121.82;53865.24
UKJ41;4792.4;4861.38;5132.29;4968.22;5332.93;5634.91;5949.25;6211.37;5634.63;4874.67;5293.89;5345.52;6175.54;6005.42;6582.14;7541.22;6877.35;6654.14;7080.95
UKJ43;8453.94;8612.05;9082.24;8753.38;9181.03;9283.8;9508.38;9898.91;8999.59;7508.02;8201.71;8384.25;8869.32;9100.48;10100.69;11681.87;11245.88;10216.67;10377.6
UKJ44;9762.29;9878.37;10361.77;9944.46;10826.47;11430.58;11882.22;12310.75;11248.45;9659.34;10420.76;10454.82;11618.3;11476.53;12518.73;14218.78;12934.4;12563.54;12691.36
UKJ45;6832.69;6959.4;7249.53;6953.9;7327.45;7718.36;8082.12;8423.57;7655.83;6526.68;7033.92;7263.77;7643.87;7676.96;8586.98;9990.07;9401.23;8919.11;9030.24
UKJ46;10541.81;10774.46;11091.67;10540.01;11260.77;12057.41;12435.79;13007.03;11745.42;10125.35;10965.82;11540.44;12725.07;12327.47;13395.24;16137.69;15151.53;14769.64;14685.1
UKK;134009.64;138077.25;142993.53;136914.17;146991.5;152147.4;160095.74;166397.2;147810.94;129853.05;140330.11;141981.01;156175.67;154136.9;171000.74;193890.25;178372.84;173725.63;176999.59
UKK1;68112.8;71493.46;74077.05;70714.05;75368.99;77609.09;81055.69;86084.36;76240.39;67664.67;73724.74;74320.97;81978.08;80896.38;90822.71;102409.85;94063.01;90949.35;93008.57
UKK11;12565.63;13369.7;13838.08;13180.63;14192.73;14452.65;15314.35;16410.55;14534.27;13423.21;14422.58;14508.17;15890.81;15584.8;17578.81;19856.55;18916.13;19117.87;18701.78
UKK12;19363.56;20173.49;20940.93;19921.03;21171.1;21860.85;22605.2;23874.9;21230.87;18571.57;20196.78;20566.26;22334.07;22127.17;25436.76;27974.06;26145.43;24219.81;26095.12
UKK13;16682.81;17245.57;17676.69;16753.9;17953.97;18572.46;19046.07;20068.88;17438.35;15403.16;17582.85;17666.95;19634.77;18876.44;21055.62;23884.4;20700.52;20467.89;21000.3
UKK14;7950.73;8436.77;8875.46;8729.3;9277.72;9751.48;10680.65;11755.67;10547.41;9369.62;9773.43;9735.8;10332.13;10807.64;11809.18;14192.52;13039.85;12212.91;12243.08
UKK15;11551.89;12266.14;12744.11;12129.2;12775.1;12971.66;13409.42;13974.37;12490.87;10898.35;11750.39;11843.8;13786.29;13500.32;14942.34;16502.32;15259.72;14930.88;14969.55
UKK2;31202.74;31144.69;31751.6;30172.1;32266.35;33876.03;35677.59;36349.58;32582.04;28518.16;30160.53;30622.19;33550.79;32961.2;36543.34;41400.25;37954.14;37482.03;38135.02
UKK21;8876.64;8982.29;9255.43;8990.95;9666.14;10263;10846.72;11275.25;10003.25;9063.87;9322.89;9387.26;10224.49;10405.26;11021.71;12601.15;11767.63;11525.75;11558.61
UKK22;10194.14;10051.87;10103.74;9470.92;10043.08;10459.49;10900.45;10958.76;10037.95;8573.2;9174;9278.83;10350.07;10001.56;11340.32;12778.83;11751.2;11693.38;11897.67
UKK23;12131.96;12110.53;12392.42;11710.23;12558.77;13155.16;13930.43;14115.57;12540.84;10881.09;11662.35;11956.11;12976.23;12553.07;14182.7;16020.27;14435.31;14262.9;14678.75
UKK3;9892.21;10236.09;10778.86;10705.35;11319.77;11781.34;12619.77;12847.98;11598.27;9841.8;10542.46;10774.95;11938.46;11749.62;12696.81;14635.94;13702.66;13722.89;13918.08
UKK30;9892.21;10236.09;10778.86;10705.35;11319.77;11781.34;12619.77;12847.98;11598.27;9841.8;10542.46;10774.95;11938.46;11749.62;12696.81;14635.94;13702.66;13722.89;13918.08
UKK4;24800.06;25203;26386.03;25324.27;28034.75;28879.31;30742.68;31115.28;27390.24;23829.65;25902.38;26264.19;28708.34;28529.7;30937.88;35444.21;32653.03;31572.63;31937.92
UKK41;5108.96;5215.52;5404.45;5175.3;5773.79;5912.59;6326.98;6385.04;5722.09;5046.03;5507.51;5654.04;6330.1;6245.53;6827.01;7666.37;7173.15;6753.96;6913.32
UKK42;2398.94;2436.06;2516.66;2391.81;2715.63;2810.96;2990.91;3044.82;2620.89;2217.89;2380.89;2379.09;2489.54;2531.72;2753.34;3029.78;2763.54;2703.89;2516.94
UKK43;17293.99;17553.21;18464.92;17755.57;19546.97;20155.76;21424.79;21683.8;19047.26;16566.96;18013.98;18231.06;19888.7;19752.45;21357.53;24748.07;22716.34;22114.79;22507.66
UKL;64484.19;64870.32;67348.87;65135.84;70303.2;72534.43;77151.39;79454.25;68180.6;59959.39;64440.69;67023.64;74114.79;73472.72;79265.35;90661.54;83779.85;80599.6;82656.36
UKL1;35640.14;35716.32;37286.83;35745.5;38943.16;40246.56;42935.88;43763.62;37934.87;32940.37;35638.26;36952.65;40656.46;40578.8;44004.77;49822.13;45776.41;44228.31;45242.64
UKL11;1099.74;1112.5;1164.66;1162.19;1288.16;1310.48;1390.44;1446.13;1216.05;1020.8;1073.28;1103.7;1199.23;1142.51;1192.33;1354.98;1317.41;1259.17;1333.39
UKL12;2843.6;2815.24;3030.95;2950.43;3153.21;3312.74;3542.85;3588.54;3178.94;2797.32;2909.11;3076.16;3273.38;3056.8;3309.85;3868.72;3437.3;3300.2;3360.15
UKL13;3577.37;3645.14;3875.72;3746.63;4072.63;4181.52;4378.09;4422.78;3823.06;3278.13;3547.38;3706.11;4039.29;4099.04;4510.53;5117.09;4721.84;4647.66;4819.26
UKL14;6748.52;6862.81;7127.58;6857.59;7858.45;7836.91;8463.11;8642.68;7333.77;6233.26;6826.77;7014.63;8157.24;8051.64;8415.85;9694.98;9045.18;8549.3;8655.62
UKL15;4871.08;4866.75;5146.42;4891.17;5255.9;5527.73;5910.18;6026.34;5273.71;4683.58;5103.57;5292.6;5710.48;5729.69;6225.97;6975.75;6358.33;6056.55;5891.05
UKL16;5531.66;5569.66;5752.61;5433.74;5826.23;6044.13;6375.83;6472.68;5588.82;4866.04;5178.66;5474.61;5910.58;6004.1;6390.15;7508.78;6725.34;6549.21;6782.52
UKL17;6080.62;5778.93;5943.48;5623.16;5926.2;6143.19;6670.52;6761.58;5903.94;5002.88;5680.99;5852.84;6346.66;6426.27;6950.83;7796.15;7032.1;7132.73;7544.46
UKL18;4889.38;5061.71;5245.39;5080.59;5562.37;5891.48;6204.87;6401.27;5616.59;5057.13;5318.49;5432.01;6018.22;6071.38;7009.26;7507.23;7138.91;6733.48;6857.45
UKL2;28844.05;29155.78;30062.04;29390.35;31360.04;32287.86;34215.52;35690.63;30245.73;27020.25;28802.43;30070.99;33458.33;32892.6;35260.58;40837.87;38003.44;36372.58;37413.72
UKL21;6441.1;6540.87;6650.41;6493.2;7006.23;7145.13;7588.8;7795.46;6517.52;5689.58;6025.37;6220.74;6847.61;6521.26;7038.48;8160.78;7694.91;7356.67;7854.32
UKL22;12719.34;12979.79;13580.06;13244.84;14133.73;14715.72;15696.97;16650.76;14202.5;12812.95;13425.68;14169.96;15803.87;15711.45;17033.43;19564.54;18261.54;17826.71;18123.98
UKL23;7200.49;7084.6;7214.18;7071.08;7417.59;7689.13;8098.41;8329.44;7106.11;6376.27;7076.64;7337.35;8161.38;7987;8404.72;9796.95;8928.78;8288.25;8571.81
UKL24;2483.12;2550.53;2617.39;2581.23;2804.13;2736.26;2829.72;2914.98;2418.21;2140.22;2273.43;2341.65;2644.1;2672.89;2783.95;3314.06;3118.22;2899.67;2863.62
UKM;134887.97;138944.71;143721.66;138140.58;149880.85;157368.22;168726.55;175140.51;156070.62;138344.88;144667.24;148280.49;163499.38;163663.51;180095.54;202105.1;182897.48;176785.26;180479.11
UKM5;16600.47;17461.99;18092.01;16585.34;17835.97;18611.44;21265.23;23558.41;21954.11;19363.06;20885.55;21499.56;24445.49;24957.06;27291.33;29435.65;24235.05;22610.01;23156.58
UKM50;16600.47;17461.99;18092.01;16585.34;17835.97;18611.44;21265.23;23558.41;21954.11;19363.06;20885.55;21499.56;24445.49;24957.06;27291.33;29435.65;24235.05;22610.01;23156.58
UKM6;11365.25;11699.16;11830.41;11779.25;12975.04;13707.28;14423.76;14730.7;13361.26;11912.98;12723.97;13346.38;14443.18;14309.05;15444.59;17251.65;15588.38;15417.14;15471.16
UKM61;2080.55;2164.19;2214.45;2297.1;2492.74;2619.34;2762.97;2731.57;2434.87;2113.1;2159.5;2215.15;2479.88;2463.12;2707.43;2895.36;2632.07;2591.28;2635.04
UKM62;4845.46;4907.89;4987.37;4908.83;5382.09;5652.77;6014.38;6269.8;5770.68;5110.14;5609.79;5980.63;6419.8;6547.65;6948.05;7993.91;7293.66;7149.37;7209.21
UKM63;2413.58;2509.39;2506.05;2478.49;2761.52;2948.99;3064.17;3093.51;2768.04;2465.69;2584.15;2679.86;2936.66;2857.59;3052.47;3399.04;3136.03;3172.24;3135.38
UKM64;567.26;602.75;606.19;605.18;671.94;716.14;739.18;756.34;684.37;612.72;668.05;700.95;734.17;679.44;748.51;818.86;712.11;687.17;720.03
UKM65;638.62;667.14;664.51;661.36;748.97;807.07;825.47;858.59;774.61;712.58;762.56;806.8;877.69;762.55;808.33;936.28;810.71;788.26;805.12
UKM66;819.78;847.79;851.85;828.3;917.77;962.97;1019.22;1020.89;930.08;897.51;939.93;962.99;994.99;998.7;1179.8;1208.2;1003.8;1028.83;967.66
UKM7;52388.83;53629.04;56280.17;54987.51;59850.4;62778.08;66828.94;69897.8;60764.93;54473.23;56684.35;57675.11;63830.96;63750.85;69874.22;79708.93;73978.74;71369.54;73377.22
UKM71;5855.55;5961.37;6171.47;5990.76;6450.65;6643.35;7080.81;7212.79;6288.47;5524.38;5894.61;5993.54;7111.19;6844.49;7461.43;8160.78;7508.66;6921.59;6998.41
UKM72;8803.45;8794.49;9073.4;8758.19;9290.83;9480.29;10350.13;10830.54;9686.74;8406.77;8849.04;9021.94;9388.2;9419.75;10561.2;12251.98;11252.72;10532.74;10462.69
UKM73;2891.18;2913.61;3039.78;2918.33;3125.35;3205.56;3384.92;3520.37;3094.26;2677.74;2883.22;2990.96;3356.18;3588.48;3956.8;4601.06;4269.93;4112.77;4266.86
UKM75;19100.06;20032.19;21375.69;21240.54;23527.82;25196.32;26183.87;27979.57;23783.74;21996.41;22389.95;22608.42;25577.1;25542.82;27961.93;31814.97;30463.28;29942.37;31362.66
UKM76;3826.23;3943.84;4086.03;3950.5;4251.26;4636.21;5076.56;4968.12;4449.13;3974.69;4092.44;4289.59;4656.15;4775.84;5125.47;5528.07;4906.72;4796.1;5237.06
UKM77;6748.52;6821.68;7076.33;6900.93;7433.98;7789.81;8446.83;8840.69;7600.3;6965.57;7256.6;7240.53;8262.12;8555.61;9232.53;10427.31;9353.3;8995.89;8868.96
UKM78;5165.69;5161.87;5457.47;5226.66;5770.51;5826.53;6307.44;6545.72;5862.3;4928.91;5318.49;5532.7;5480.02;5023.87;5577.64;6926.31;6225.49;6066.79;6180.59
UKM8;37244.93;38610.26;39603.78;37816.26;41121.24;43612.89;46008.19;46714.31;41755.15;36651.23;37707.14;38799.9;42250.37;42130.29;47000.2;52875.09;47993.54;46955.22;47999.59
UKM81;3462.09;3596.85;3665.41;3491.4;3794.02;4022.38;4239.7;4215.03;3759.2;3273.2;3411.44;3552.49;3875.07;3730.96;4385.31;4944.05;4449.32;4490.27;4510.68
UKM82;20188.82;21030.22;21478.19;20657.84;22572.35;24351.9;25671;26569.15;23461.68;20756.17;21033.14;21693.19;23711.32;23617.97;25393.63;28432.93;26075.59;25165.46;25957.98
UKM83;6744.86;6873.55;7164.7;6716.33;7261.89;7409.82;7811.85;7706.19;7040.86;6109.98;6424.13;6611.87;6988.37;7045.02;8051.33;9223.75;8024.94;7803.26;7877.17
UKM84;6850.99;7109.64;7293.71;6952.3;7492.98;7830.41;8285.64;8223.94;7493.41;6511.88;6838.42;6942.34;7676.99;7736.33;9168.53;10274.36;9443.69;9496.23;9653.76
UKM9;17286.67;17546.05;17913.51;16972.21;18098.2;18660.15;20198.8;20240.92;18235.17;15944.38;16666.23;16958.25;18529.39;18517.59;20486.59;22833.79;21101.76;20433.34;20474.56
UKM91;2206.81;2232.16;2272.77;2114.1;2253.47;2211.74;2373.84;2395.61;2122.53;1855.43;1991.2;2027.97;2234.24;2234.88;2537.69;2836.65;2623.85;2624.55;2693.45
UKM92;3211.4;3333.93;3373.81;3204.06;3425.27;3408.55;3668.22;3677.81;3296.93;2889.79;2991.97;3064.54;3358.94;3449.95;3750.89;4136.01;3852.25;3765.99;3795.72
UKM93;4124.5;4138.79;4133.75;3907.16;4116.88;4330.92;4677.67;4688.96;4193.7;3636.89;3850.34;3855.85;4293.21;4221.74;4659.39;5154.17;4731.43;4473.63;4475.12
UKM94;2164.72;2198.18;2286.91;2141.39;2304.27;2385.5;2543.17;2536.81;2301.61;2026.8;2185.4;2186.75;2257.7;2098.99;2402.74;2796.48;2595.1;2529.85;2516.94
UKM95;5581.07;5643;5846.28;5605.5;5999.95;6321.82;6935.91;6941.74;6319.01;5535.47;5646.04;5821.86;6385.3;6512.03;7134.48;7910.48;7297.77;7039.32;6994.6
